Time,Current density,Voltage,Voltage amplitude
0.002,-1.31E-11,0,30
0.005,-1.31E-11,0,30
0.008,-1.31E-11,0,30
0.011,-1.31E-11,0,30
0.014,-1.31E-11,0,30
0.017,-1.31E-11,0,30
0.02,-1.31E-11,0,30
0.023,-1.31E-11,0,30
0.026,-1.31E-11,0,30
0.029,-1.31E-11,0,30
0.032,-1.31E-11,0,30
0.035,-1.31E-11,0,30
0.038,-1.31E-11,0,30
0.041,-1.31E-11,0,30
0.044,-1.31E-11,0,30
0.047,-1.31E-11,0,30
0.05,-1.31E-11,0,30
0.0509,0.08152,27,30
0.0518,0.08327,54,30
0.0527,0.08502,81,30
0.0536,0.08684,108,30
0.0545,0.08884,135,30
0.0554,0.09118,162,30
0.0563,0.09406,189,30
0.0572,0.09765,216,30
0.0581,0.10205,243,30
0.059,0.10746,270,30
0.0599,0.11413,297,30
0.0608,0.12244,324,30
0.0617,0.13284,351,30
0.0626,0.14599,378,30
0.0635,0.16278,405,30
0.0644,0.18441,431.99999,30
0.0653,0.21255,458.99999,30
0.0662,0.24942,485.99999,30
0.0671,0.29781,512.99999,30
0.068,0.3606,539.99999,30
0.0689,0.43949,566.99999,30
0.0698,0.53268,593.99998,30
0.0707,0.63277,620.99996,30
0.0716,0.72765,647.99993,30
0.0725,0.80598,674.99987,30
0.0734,0.86354,701.99976,30
0.0743,0.90373,728.99955,30
0.0752,0.9324,755.99917,30
0.0761,0.95391,782.9985,30
0.077,0.97094,809.99734,30
0.0779,0.98523,836.99537,30
0.0788,0.99788,863.99206,30
0.0797,1.00958,890.98661,30
0.0806,1.0207,917.97777,30
0.0815,1.03138,944.96363,30
0.0824,1.04159,971.9413,30
0.0833,1.05119,998.90652,30
0.0842,1.05999,1025.853,30
0.0851,1.06769,1052.7715,30
0.086,1.074,1079.6489,30
0.0869,1.07858,1106.4665,30
0.0878,1.08107,1133.1979,30
0.0887,1.08112,1159.8066,30
0.0896,1.07837,1186.2428,30
0.0905,1.07248,1212.439,30
0.0914,1.06306,1238.3064,30
0.0923,1.04972,1263.7298,30
0.0932,1.03206,1288.5645,30
0.0941,1.00965,1312.6339,30
0.095,0.98212,1335.7324,30
0.0959,0.94919,1357.6322,30
