Time,Current density,Voltage,Voltage amplitude
8.01E-14,-1.03E-11,0,22
4.00E-04,-1.03E-11,0,22
8.00E-04,-1.03E-11,0,22
1.20E-03,-1.03E-11,0.00E+00,22
1.60E-03,-1.03E-11,0,22
2.00E-03,-1.03E-11,0,22
2.40E-03,-1.03E-11,0,22
0.0028,-1.03E-11,0,22
0.0032,-1.03E-11,0,22
0.0036,-1.03E-11,0,22
0.004,-1.03E-11,0,22
0.0044,-1.03E-11,0,22
0.0048,-1.03E-11,0,22
0.0052,-1.03E-11,0,22
0.0056,-1.03E-11,0,22
0.006,-1.03E-11,0,22
0.0064,-1.03E-11,0,22
0.0068,-1.03E-11,0,22
0.0072,-1.03E-11,0,22
0.0076,-1.03E-11,0,22
0.008,-1.03E-11,0,22
0.0084,-1.03E-11,0,22
0.0088,-1.03E-11,0,22
0.0092,-1.03E-11,0,22
0.0096,-1.03E-11,0,22
0.01,-1.03E-11,0,22
0.0104,-1.03E-11,0,22
0.0108,-1.03E-11,0,22
0.0112,-1.03E-11,0,22
0.0116,-1.03E-11,0,22
0.012,-1.03E-11,0,22
0.0124,-1.03E-11,0,22
0.0128,-1.03E-11,0,22
0.0132,-1.03E-11,0,22
0.0136,-1.03E-11,0,22
0.014,-1.03E-11,0,22
0.0144,-1.03E-11,0,22
0.0148,-1.03E-11,0,22
0.0152,-1.03E-11,0,22
0.0156,-1.03E-11,0,22
0.016,-1.03E-11,0,22
0.0164,-1.03E-11,0,22
0.0168,-1.03E-11,0,22
0.0172,-1.03E-11,0,22
0.0176,-1.03E-11,0,22
0.018,-1.03E-11,0,22
0.0184,-1.03E-11,0,22
0.0188,-1.03E-11,0,22
0.0192,-1.03E-11,0,22
0.0196,-1.03E-11,0,22
0.02,-1.03E-11,0,22
0.0204,-1.03E-11,0,22
0.0208,-1.03E-11,0,22
0.0212,-1.03E-11,0,22
0.0216,-1.03E-11,0,22
0.022,-1.03E-11,0,22
0.0224,-1.03E-11,0,22
0.0228,-1.03E-11,0,22
0.0232,-1.03E-11,0,22
0.0236,-1.03E-11,0,22
0.024,-1.03E-11,0,22
0.0244,-1.03E-11,0,22
0.0248,-1.03E-11,0,22
0.0252,-1.03E-11,0,22
0.0256,-1.03E-11,0,22
0.026,-1.03E-11,0,22
0.0264,-1.03E-11,0,22
0.0268,-1.03E-11,0,22
0.0272,-1.03E-11,0,22
0.0276,-1.03E-11,0,22
0.028,-1.03E-11,0,22
0.0284,-1.03E-11,0,22
0.0288,-1.03E-11,0,22
0.0292,-1.03E-11,0,22
0.0296,-1.03E-11,0,22
0.03,-1.03E-11,0,22
0.0304,-1.03E-11,0,22
0.0308,-1.03E-11,0,22
0.0312,-1.03E-11,0,22
0.0316,-1.03E-11,0,22
0.032,-1.03E-11,0,22
0.0324,-1.03E-11,0,22
0.0328,-1.03E-11,0,22
3.32E-02,-1.03E-11,0,22
3.36E-02,-1.03E-11,0,22
3.40E-02,-1.03E-11,0,22
3.44E-02,-1.03E-11,0,22
3.48E-02,-1.03E-11,0,22
3.52E-02,-1.03E-11,0,22
0.0356,-1.03E-11,0,22
0.036,-1.03E-11,0,22
0.0364,-1.03E-11,0,22
