Width,Electron density,Negative density,Positive density,O- density,O2- density,CO3- density,CO4- density,CO2+ density,O2+ density,O density,O2 density,O3 density,CO density,C density,CO2e1 density,CO2va density,CO2vb density,CO2vc density,CO2v1a density,CO2v1 density,CO2v2 density,CO2v3 density,CO2v4 density,CO2v5 density,CO2v6 density,CO2v7 density,CO2v8 density,Electric field,Rise rate
0.588,0.3551,0.44217,0.42989,0.74501,0.05988,0.58211,0.2805,0.41934,1.05506,0.36827,1.24065,1.06173,0.42175,0.29611,0.30581,1.3855,0.27617,0.99782,1.7949,0.62869,0.72783,0.69688,0.57907,0.50279,0.35592,0.19299,0.76082,0.00792,20
0.591,0.36105,0.44854,0.43632,0.74802,0.05963,0.58286,0.28404,0.42576,1.0558,0.3668,1.23656,1.06156,0.42008,0.29756,0.30574,1.38494,0.27701,1.00165,1.80154,0.63114,0.73034,0.69872,0.58028,0.50353,0.35621,0.193,0.7603,0.00775,20
0.594,0.36715,0.45507,0.4429,0.75091,0.05935,0.58348,0.28763,0.43234,1.05637,0.36528,1.23232,1.06139,0.41835,0.299,0.30562,1.38424,0.27783,1.00543,1.80812,0.63361,0.73283,0.70051,0.58143,0.50421,0.35644,0.19298,0.75963,0.00759,20
0.597,0.37341,0.46175,0.44963,0.75369,0.05905,0.58398,0.29126,0.43907,1.05675,0.36373,1.22793,1.06121,0.41658,0.30043,0.30546,1.38339,0.27863,1.00915,1.81465,0.6361,0.7353,0.70226,0.58253,0.50484,0.35663,0.19293,0.75883,0.00742,20
0.6,0.37984,0.46859,0.45653,0.75635,0.05873,0.58435,0.29493,0.44596,1.05694,0.36214,1.22339,1.06102,0.41476,0.30183,0.30525,1.3824,0.27941,1.01282,1.82113,0.63859,0.73774,0.70396,0.58357,0.50542,0.35677,0.19285,0.75787,0.00726,20
0.603,0.38645,0.47559,0.46358,0.75886,0.05839,0.58458,0.29864,0.45301,1.05693,0.36051,1.21869,1.06083,0.41289,0.30322,0.305,1.38126,0.28018,1.01642,1.82753,0.6411,0.74016,0.70561,0.58456,0.50594,0.35687,0.19274,0.75677,0.00709,20
0.606,0.39323,0.48275,0.47081,0.76123,0.05803,0.58467,0.30238,0.46024,1.05669,0.35883,1.21383,1.06062,0.41098,0.30458,0.3047,1.37996,0.28092,1.01995,1.83387,0.64362,0.74255,0.7072,0.58548,0.50639,0.35691,0.1926,0.75552,0.00693,20
0.609,0.4002,0.49009,0.4782,0.76343,0.05764,0.5846,0.30613,0.46764,1.05624,0.35711,1.20882,1.06041,0.40901,0.30592,0.30435,1.37851,0.28165,1.0234,1.84012,0.64614,0.74491,0.70874,0.58635,0.50678,0.35689,0.19242,0.75412,0.00677,20
0.612,0.40736,0.49761,0.48577,0.76546,0.05723,0.58438,0.3099,0.47522,1.05554,0.35535,1.20365,1.0602,0.407,0.30724,0.30395,1.37689,0.28235,1.02676,1.84629,0.64868,0.74724,0.71022,0.58714,0.50711,0.35683,0.1922,0.75256,0.00661,20
0.615,0.41472,0.5053,0.49353,0.76729,0.05679,0.58398,0.31367,0.48298,1.05459,0.35355,1.19832,1.05998,0.40493,0.30852,0.3035,1.37511,0.28303,1.03002,1.85237,0.65122,0.74953,0.71164,0.58787,0.50738,0.3567,0.19196,0.75085,0.00645,20
0.618,0.42228,0.51319,0.50147,0.76891,0.05634,0.5834,0.31743,0.49094,1.05338,0.3517,1.19283,1.05975,0.40282,0.30978,0.303,1.37316,0.28368,1.03316,1.85834,0.65376,0.75177,0.71299,0.58853,0.50757,0.35653,0.19167,0.74899,0.0063,20
0.621,0.43006,0.52126,0.50961,0.7703,0.05585,0.58264,0.32117,0.49909,1.05189,0.3498,1.18718,1.05951,0.40066,0.31101,0.30245,1.37104,0.2843,1.03619,1.8642,0.65631,0.75398,0.71427,0.58912,0.50769,0.35629,0.19136,0.74696,0.00614,20
0.624,0.43805,0.52953,0.51794,0.77144,0.05535,0.58168,0.32488,0.50744,1.05011,0.34786,1.18137,1.05926,0.39844,0.31221,0.30184,1.36874,0.2849,1.03908,1.86994,0.65886,0.75614,0.71548,0.58963,0.50774,0.35599,0.191,0.74478,0.00598,20
0.627,0.44628,0.53801,0.52647,0.77231,0.05481,0.58051,0.32854,0.51599,1.04803,0.34588,1.17539,1.05901,0.39617,0.31337,0.30118,1.36627,0.28546,1.04183,1.87555,0.66141,0.75825,0.71661,0.59006,0.50772,0.35563,0.19061,0.74243,0.00583,20
0.63,0.45474,0.54669,0.53522,0.7729,0.05425,0.57913,0.33214,0.52476,1.04563,0.34384,1.16925,1.05875,0.39384,0.31449,0.30047,1.3636,0.28599,1.04442,1.88102,0.66395,0.76031,0.71767,0.59041,0.50761,0.35522,0.19018,0.73992,0.00568,20
0.633,0.46344,0.55559,0.54418,0.77318,0.05366,0.57753,0.33567,0.53375,1.0429,0.34176,1.16295,1.05848,0.39146,0.31557,0.2997,1.36075,0.28648,1.04684,1.88635,0.66649,0.76231,0.71864,0.59067,0.50743,0.35473,0.18971,0.73724,0.00552,20
0.636,0.4724,0.56471,0.55336,0.77312,0.05305,0.57569,0.3391,0.54296,1.03983,0.33963,1.15648,1.0582,0.38903,0.31661,0.29887,1.35771,0.28694,1.04906,1.89151,0.66902,0.76425,0.71953,0.59085,0.50717,0.35418,0.1892,0.7344,0.00537,20
0.639,0.48162,0.57405,0.56277,0.77268,0.05241,0.57361,0.34242,0.5524,1.0364,0.33745,1.14984,1.05792,0.38653,0.31761,0.29799,1.35447,0.28735,1.05108,1.89651,0.67154,0.76613,0.72032,0.59093,0.50682,0.35357,0.18866,0.7314,0.00522,20
0.642,0.49112,0.58363,0.57241,0.77185,0.05174,0.57128,0.34562,0.56209,1.0326,0.33521,1.14303,1.05762,0.38398,0.31856,0.29705,1.35103,0.28773,1.05287,1.90133,0.67404,0.76793,0.72102,0.59092,0.50638,0.35289,0.18807,0.72822,0.00507,20
0.645,0.50089,0.59345,0.5823,0.77059,0.05105,0.56868,0.34867,0.57202,1.02842,0.33292,1.13606,1.05732,0.38137,0.31946,0.29605,1.34739,0.28805,1.05441,1.90596,0.67653,0.76967,0.72162,0.59082,0.50585,0.35213,0.18744,0.72488,0.00493,20
0.648,0.51096,0.60351,0.59244,0.76885,0.05032,0.56581,0.35155,0.5822,1.02383,0.33058,1.12891,1.05701,0.3787,0.32031,0.29498,1.34353,0.28833,1.05569,1.91038,0.679,0.77132,0.72212,0.59061,0.50524,0.35131,0.18678,0.72136,0.00478,20
0.651,0.52133,0.61383,0.60283,0.7666,0.04957,0.56265,0.35425,0.59264,1.01883,0.32818,1.1216,1.05669,0.37596,0.3211,0.29386,1.33947,0.28855,1.05667,1.91459,0.68144,0.7729,0.72252,0.5903,0.50452,0.35041,0.18607,0.71768,0.00464,20
0.654,0.53201,0.62441,0.61349,0.7638,0.04879,0.5592,0.35673,0.60335,1.0134,0.32572,1.11412,1.05637,0.37316,0.32184,0.29268,1.33518,0.28872,1.05733,1.91858,0.68386,0.77439,0.7228,0.58989,0.50371,0.34945,0.18532,0.71382,0.00449,20
0.657,0.54301,0.63526,0.62442,0.76039,0.04799,0.55545,0.359,0.61434,1.00753,0.3232,1.10646,1.05603,0.37028,0.32252,0.29143,1.33068,0.28883,1.05765,1.92232,0.68625,0.77578,0.72297,0.58936,0.50281,0.3484,0.18452,0.70979,0.00435,20
0.66,0.55434,0.64639,0.63563,0.75634,0.04715,0.55139,0.36101,0.62562,1.0012,0.32061,1.09864,1.05569,0.36734,0.32313,0.29012,1.32595,0.28888,1.05758,1.92581,0.6886,0.77708,0.72301,0.58872,0.5018,0.34728,0.18369,0.70559,0.00421,20
0.663,0.56602,0.65779,0.64713,0.75157,0.04629,0.547,0.36275,0.63719,0.99441,0.31796,1.09064,1.05534,0.36433,0.32368,0.28875,1.321,0.28886,1.0571,1.92904,0.69092,0.77828,0.72294,0.58796,0.50068,0.34608,0.18281,0.70121,0.00407,20
0.666,0.57806,0.66949,0.65894,0.74603,0.0454,0.54228,0.36419,0.64906,0.98713,0.31525,1.08247,1.05498,0.36124,0.32417,0.28731,1.31581,0.28877,1.05617,1.93198,0.69319,0.77937,0.72273,0.58708,0.49946,0.34481,0.18188,0.69666,0.00394,20
0.669,0.59045,0.68149,0.67105,0.73964,0.04448,0.53722,0.36533,0.66125,0.97937,0.31245,1.07412,1.05461,0.35807,0.32458,0.28581,1.31038,0.2886,1.05476,1.93463,0.69542,0.78035,0.72239,0.58608,0.49813,0.34345,0.18092,0.69194,0.0038,20
0.672,0.60322,0.69379,0.68348,0.73234,0.04354,0.53182,0.36613,0.67377,0.9711,0.30959,1.06561,1.05423,0.35482,0.32492,0.28424,1.30471,0.28836,1.05281,1.93696,0.69759,0.7812,0.72191,0.58494,0.49669,0.34201,0.1799,0.68704,0.00367,20
0.675,0.61637,0.7064,0.69624,0.72406,0.04257,0.52606,0.36658,0.68661,0.96233,0.30664,1.05692,1.05384,0.35149,0.32518,0.28261,1.29879,0.28803,1.05029,1.93897,0.69971,0.78194,0.72128,0.58368,0.49513,0.34049,0.17885,0.68197,0.00354,20
0.678,0.6299,0.71932,0.70934,0.71469,0.04158,0.51993,0.36665,0.69981,0.95303,0.30362,1.04806,1.05344,0.34806,0.32536,0.28091,1.29262,0.28761,1.04714,1.94064,0.70177,0.78253,0.72051,0.58228,0.49345,0.33888,0.17774,0.67672,0.00341,20
0.681,0.64382,0.73255,0.72279,0.70415,0.04056,0.51345,0.36634,0.71335,0.94321,0.3005,1.03902,1.05303,0.34455,0.32546,0.27914,1.2862,0.28709,1.0433,1.94195,0.70375,0.783,0.71958,0.58075,0.49166,0.33719,0.17659,0.6713,0.00329,20
0.684,0.65813,0.74608,0.7366,0.69232,0.03951,0.50659,0.36561,0.72727,0.93286,0.2973,1.02981,1.05262,0.34093,0.32547,0.2773,1.27952,0.28647,1.03872,1.94289,0.70566,0.78331,0.71849,0.57906,0.48974,0.33541,0.1754,0.6657,0.00317,20
0.687,0.6728,0.7599,0.75079,0.67909,0.03845,0.49936,0.36447,0.74157,0.92197,0.29399,1.02043,1.05219,0.33721,0.3254,0.2754,1.27258,0.28574,1.03333,1.94343,0.70749,0.78347,0.71724,0.57724,0.4877,0.33354,0.17416,0.65993,0.00306,20
0.69,0.68783,0.77399,0.76537,0.66434,0.03736,0.49175,0.36289,0.75626,0.91054,0.29059,1.01088,1.05176,0.33338,0.32523,0.27342,1.26538,0.2849,1.02706,1.94356,0.70923,0.78348,0.71581,0.57526,0.48553,0.33159,0.17287,0.65398,0.00296,20
0.693,0.70316,0.78831,0.78035,0.64795,0.03625,0.48377,0.36085,0.77136,0.89858,0.28708,1.00115,1.05132,0.32944,0.32497,0.27138,1.2579,0.28393,1.01983,1.94326,0.71087,0.78331,0.7142,0.57313,0.48323,0.32954,0.17154,0.64787,0.00287,20
0.696,0.71873,0.80277,0.79574,0.62976,0.03513,0.47542,0.35836,0.78688,0.88608,0.28345,0.99125,1.05086,0.32537,0.32461,0.26926,1.25015,0.28282,1.01157,1.94251,0.71241,0.78297,0.71242,0.57084,0.4808,0.3274,0.17016,0.64158,0.0028,20
0.699,0.73443,0.81728,0.81157,0.60964,0.03398,0.4667,0.35541,0.80284,0.87304,0.2797,0.98118,1.0504,0.32118,0.32414,0.26708,1.24212,0.28158,1.00219,1.94129,0.71384,0.78245,0.71044,0.56839,0.47823,0.32517,0.16873,0.63511,0.00275,20
0.702,0.75008,0.83166,0.82786,0.58743,0.03283,0.45761,0.35198,0.81927,0.85948,0.27582,0.97093,1.04993,0.31685,0.32358,0.26482,1.23381,0.28018,0.99161,1.93958,0.71514,0.78173,0.70826,0.56577,0.47553,0.32285,0.16726,0.62848,0.00274,20
0.705,0.76542,0.84564,0.84462,0.56296,0.03166,0.44816,0.34808,0.83617,0.84541,0.27181,0.96052,1.04945,0.31238,0.3229,0.26249,1.22521,0.27863,0.97973,1.93737,0.71632,0.78081,0.70589,0.56298,0.47269,0.32043,0.16573,0.62167,0.00277,20
0.708,0.78003,0.8588,0.86188,0.53609,0.03048,0.43836,0.3437,0.85358,0.83083,0.26766,0.94994,1.04896,0.30777,0.32212,0.26009,1.21632,0.27691,0.96647,1.93463,0.71736,0.77969,0.70331,0.56002,0.4697,0.31792,0.16416,0.61469,0.00288,20
0.711,0.79328,0.87052,0.87969,0.50669,0.02929,0.42822,0.33885,0.87153,0.81578,0.26336,0.93918,1.04846,0.303,0.32122,0.25762,1.20714,0.27501,0.95176,1.93133,0.71825,0.77834,0.70051,0.55688,0.46657,0.31531,0.16255,0.60755,0.0031,20
0.714,0.8042,0.87982,0.89807,0.47465,0.02809,0.41774,0.33352,0.89007,0.80028,0.25891,0.92826,1.04795,0.29807,0.32021,0.25508,1.19767,0.27294,0.93555,1.92747,0.71898,0.77677,0.69749,0.55356,0.46329,0.3126,0.16088,0.60024,0.00349,20
0.717,0.81135,0.88528,0.9171,0.43995,0.02689,0.40693,0.32772,0.90926,0.78436,0.25431,0.91717,1.04743,0.29299,0.31907,0.25247,1.18789,0.27068,0.91781,1.92303,0.71956,0.77496,0.69425,0.55005,0.45986,0.3098,0.15917,0.59276,0.00412,20
0.72,0.81262,0.88477,0.93688,0.40269,0.02568,0.39581,0.32145,0.9292,0.76807,0.24956,0.90591,1.0469,0.28775,0.31782,0.24978,1.17782,0.26824,0.89861,1.91798,0.71996,0.77292,0.69078,0.54637,0.45629,0.30689,0.15741,0.58512,0.00511,20
0.723,0.80501,0.87531,0.95753,0.36313,0.02448,0.38436,0.31471,0.95001,0.75148,0.24467,0.89448,1.04637,0.28237,0.31644,0.24702,1.16743,0.26565,0.87809,1.91232,0.7202,0.77064,0.68708,0.54249,0.45256,0.3039,0.15561,0.57732,0.00665,20
0.726,0.78449,0.85285,0.97925,0.32184,0.02327,0.3726,0.3075,0.9719,0.73468,0.23967,0.8829,1.04582,0.27686,0.31493,0.24419,1.15674,0.26291,0.85655,1.90603,0.72027,0.76811,0.68315,0.53843,0.44868,0.3008,0.15376,0.56938,0.00899,20
0.729,0.74616,0.81249,1.0023,0.27975,0.02207,0.36051,0.2998,0.99512,0.71778,0.2346,0.87114,1.04526,0.27128,0.31329,0.2413,1.14574,0.26009,0.8345,1.89912,0.7202,0.76535,0.679,0.53418,0.44466,0.29761,0.15186,0.56129,0.01248,20
0.732,0.68514,0.74937,1.02703,0.23825,0.02087,0.34808,0.2916,1.02002,0.70094,0.22951,0.85923,1.04469,0.26568,0.31152,0.23834,1.13443,0.25724,0.81267,1.8916,0.71999,0.76236,0.67462,0.52975,0.44049,0.29433,0.14993,0.55308,0.01755,20
0.735,0.59868,0.66072,1.05368,0.19918,0.01967,0.33528,0.28289,1.04684,0.68432,0.22449,0.84715,1.04412,0.26014,0.30961,0.23533,1.12281,0.25447,0.79205,1.88349,0.71969,0.75916,0.67002,0.52515,0.43618,0.29096,0.14795,0.54476,0.02471,20
0.738,0.48953,0.54929,1.08204,0.16462,0.01848,0.32212,0.27366,1.07536,0.66811,0.21962,0.83492,1.04353,0.25475,0.30757,0.23225,1.11087,0.25187,0.77375,1.8748,0.71933,0.75577,0.66524,0.52039,0.43173,0.28751,0.14594,0.53634,0.0344,20
0.741,0.36883,0.42624,1.11098,0.13631,0.0173,0.30861,0.26391,1.10446,0.65243,0.21499,0.82252,1.04293,0.24958,0.30538,0.22913,1.09862,0.24953,0.75871,1.86557,0.71894,0.75221,0.66026,0.51547,0.42715,0.28397,0.1439,0.52785,0.04683,20
0.744,0.25463,0.30961,1.13879,0.11505,0.01613,0.29482,0.25373,1.13242,0.63734,0.21063,0.80997,1.04233,0.24469,0.30305,0.22596,1.08605,0.24749,0.74737,1.85577,0.71852,0.74848,0.65509,0.51039,0.42245,0.28036,0.14182,0.51929,0.06187,20
0.747,0.16396,0.21649,1.16453,0.10032,0.01499,0.28088,0.24321,1.1583,0.62276,0.20653,0.79727,1.04171,0.24004,0.30058,0.22273,1.07316,0.24572,0.73943,1.84539,0.71806,0.74456,0.64974,0.50516,0.41761,0.27667,0.13971,0.51066,0.07907,20
0.75,0.10372,0.15376,1.18876,0.09057,0.01388,0.26693,0.23248,1.18267,0.60856,0.20261,0.78441,1.04108,0.23557,0.29797,0.21946,1.05996,0.24415,0.73406,1.83438,0.71752,0.74044,0.64417,0.49976,0.41264,0.27289,0.13757,0.50196,0.09783,20
0.753,0.06917,0.11675,1.21243,0.08402,0.01282,0.25311,0.22168,1.20649,0.59458,0.19881,0.7714,1.04045,0.23122,0.29521,0.21613,1.04642,0.24269,0.73026,1.82267,0.71684,0.73607,0.63837,0.49417,0.40752,0.26903,0.13539,0.49318,0.1177,20
0.756,0.05069,0.09583,1.2356,0.07929,0.0118,0.23952,0.2109,1.2298,0.58073,0.19506,0.75824,1.0398,0.2269,0.29229,0.21274,1.03256,0.24127,0.72727,1.81023,0.71598,0.73142,0.63233,0.4884,0.40226,0.26509,0.13318,0.4843,0.13836,20
0.759,0.04034,0.08307,1.25754,0.07556,0.01084,0.22625,0.20023,1.25187,0.56696,0.19132,0.74494,1.03914,0.2226,0.28923,0.2093,1.01838,0.23983,0.72464,1.79701,0.71491,0.72649,0.62603,0.48244,0.39685,0.26105,0.13093,0.47534,0.15965,20
0.762,0.03374,0.07413,1.27749,0.07245,0.00993,0.21335,0.18973,1.27195,0.55323,0.18759,0.73149,1.03848,0.21829,0.28602,0.2058,1.00386,0.23838,0.72213,1.78299,0.71361,0.72126,0.61947,0.47628,0.39128,0.25694,0.12865,0.46628,0.18146,20
0.765,0.02899,0.06711,1.29497,0.06975,0.00908,0.20088,0.17947,1.28957,0.53954,0.18384,0.71789,1.0378,0.21396,0.28266,0.20224,0.98902,0.23688,0.71961,1.76814,0.71207,0.7157,0.61264,0.46993,0.38557,0.25273,0.12633,0.45714,0.20371,20
0.768,0.02532,0.06123,1.30979,0.06736,0.00828,0.18887,0.16948,1.30453,0.5259,0.18008,0.70415,1.03712,0.20962,0.27914,0.19862,0.97384,0.23535,0.71703,1.75245,0.71027,0.70983,0.60554,0.46337,0.3797,0.24844,0.12398,0.44791,0.22634,20
0.771,0.02237,0.05616,1.3219,0.06521,0.00755,0.17735,0.1598,1.31678,0.51229,0.17631,0.69028,1.03642,0.20526,0.27547,0.19495,0.95833,0.23376,0.71434,1.7359,0.70818,0.70362,0.59816,0.45662,0.37369,0.24406,0.1216,0.43859,0.24927,20
0.774,0.01993,0.05168,1.3313,0.06324,0.00688,0.16634,0.15048,1.32631,0.49872,0.17252,0.67627,1.03572,0.20087,0.27164,0.19122,0.94248,0.23213,0.71149,1.71847,0.70581,0.69707,0.5905,0.44967,0.36752,0.2396,0.11918,0.4292,0.27246,20
0.777,0.01788,0.04768,1.33804,0.06143,0.00628,0.15587,0.14153,1.33319,0.48519,0.16871,0.66212,1.03501,0.19646,0.26767,0.18744,0.92631,0.23045,0.70845,1.70014,0.70313,0.69016,0.58256,0.44252,0.36121,0.23506,0.11673,0.41973,0.29584,20
0.78,0.01613,0.04409,1.3422,0.05975,0.00575,0.14594,0.13298,1.33748,0.47172,0.16488,0.64784,1.03429,0.19203,0.26354,0.1836,0.9098,0.22872,0.70521,1.68089,0.70012,0.6829,0.57433,0.43517,0.35474,0.23043,0.11425,0.41019,0.31937,20
0.783,0.01462,0.04082,1.34388,0.0582,0.00531,0.13655,0.12483,1.3393,0.45829,0.16103,0.63343,1.03356,0.18757,0.25925,0.17971,0.89297,0.22693,0.70173,1.66072,0.69677,0.67527,0.56582,0.42762,0.34813,0.22573,0.11174,0.40059,0.34298,20
0.786,0.01331,0.03785,1.34318,0.05677,0.00497,0.1277,0.1171,1.33873,0.44493,0.15717,0.6189,1.03282,0.18309,0.25482,0.17577,0.8758,0.2251,0.69799,1.63959,0.69306,0.66727,0.55701,0.41987,0.34137,0.22095,0.10921,0.39092,0.36663,20
0.789,0.01215,0.03513,1.34023,0.05554,0.00476,0.11938,0.10978,1.33592,0.43163,0.15329,0.60424,1.03207,0.17859,0.25023,0.17178,0.8583,0.2232,0.69397,1.6175,0.68897,0.65888,0.54792,0.41193,0.33446,0.21609,0.10664,0.38119,0.39028,20
0.792,0.01113,0.03264,1.33516,0.05461,0.00471,0.11158,0.10287,1.33097,0.41841,0.14938,0.58945,1.03132,0.17407,0.2455,0.16774,0.84046,0.22125,0.68966,1.59443,0.68448,0.6501,0.53852,0.40378,0.32741,0.21116,0.10405,0.3714,0.41389,20
0.795,0.01022,0.03035,1.32808,0.05423,0.00489,0.10427,0.09636,1.32403,0.40527,0.14547,0.57455,1.03055,0.16952,0.24061,0.16365,0.82231,0.21925,0.68503,1.57037,0.67958,0.64091,0.52883,0.39545,0.32022,0.20616,0.10143,0.36156,0.4374,20
0.798,0.00941,0.02824,1.31914,0.05484,0.00539,0.09744,0.09024,1.31521,0.39222,0.14153,0.55953,1.02978,0.16494,0.23558,0.15951,0.80382,0.21719,0.68007,1.5453,0.67423,0.63132,0.51885,0.38692,0.31289,0.20108,0.09879,0.35167,0.46079,20
0.801,0.00868,0.0263,1.30846,0.05716,0.00636,0.09107,0.08449,1.30467,0.37928,0.13757,0.54439,1.029,0.16035,0.2304,0.15533,0.78501,0.21507,0.67476,1.51922,0.66843,0.62131,0.50856,0.37819,0.30542,0.19593,0.09612,0.34173,0.48403,20
0.804,0.00803,0.02452,1.29618,0.0623,0.008,0.08512,0.07909,1.29252,0.36646,0.1336,0.52915,1.02822,0.15573,0.22508,0.15111,0.76587,0.21288,0.66909,1.4921,0.66214,0.61088,0.49797,0.36928,0.29782,0.19072,0.09343,0.33175,0.50707,20
0.807,0.00743,0.02287,1.28243,0.07183,0.01063,0.07957,0.07402,1.27889,0.35376,0.12961,0.51379,1.02742,0.1511,0.21961,0.14684,0.74641,0.21064,0.66303,1.46395,0.65535,0.60002,0.48709,0.36018,0.29008,0.18544,0.09072,0.32172,0.5299,20
0.81,0.00689,0.02136,1.26733,0.08778,0.01471,0.07439,0.06925,1.26392,0.3412,0.1256,0.49833,1.02662,0.14644,0.21401,0.14252,0.72663,0.20833,0.65659,1.43474,0.64802,0.58871,0.4759,0.35089,0.28221,0.1801,0.08798,0.31166,0.55248,20
0.813,0.0064,0.01997,1.251,0.11258,0.02091,0.06956,0.06476,1.24771,0.3288,0.12158,0.48276,1.02581,0.14176,0.20827,0.13817,0.70654,0.20595,0.64974,1.40447,0.64014,0.57696,0.4644,0.34142,0.27421,0.1747,0.08523,0.30157,0.57479,20
0.816,0.00595,0.01869,1.23357,0.14873,0.03016,0.06503,0.06052,1.23041,0.31656,0.11754,0.4671,1.02499,0.13706,0.2024,0.13378,0.68612,0.20351,0.64249,1.37313,0.63167,0.56475,0.45261,0.33177,0.26608,0.16923,0.08246,0.29144,0.59681,20
0.819,0.00554,0.01751,1.21515,0.19844,0.04367,0.06079,0.0565,1.2121,0.30451,0.11348,0.45134,1.02416,0.13234,0.1964,0.12935,0.6654,0.20098,0.63482,1.34072,0.62258,0.55207,0.44051,0.32194,0.25783,0.16371,0.07967,0.28129,0.61851,20
0.822,0.00516,0.01643,1.19584,0.26303,0.06303,0.05679,0.05266,1.19292,0.29265,0.10941,0.43548,1.02333,0.12761,0.19027,0.12488,0.64436,0.19837,0.62674,1.30722,0.61285,0.53893,0.42811,0.31193,0.24947,0.15814,0.07686,0.2711,0.63989,20
0.825,0.00481,0.01544,1.17576,0.34241,0.09009,0.05299,0.04897,1.17295,0.281,0.10533,0.41953,1.02249,0.12285,0.18402,0.12037,0.62302,0.19568,0.61824,1.27264,0.60244,0.5253,0.41541,0.30175,0.24098,0.15251,0.07404,0.26089,0.66092,20
0.828,0.0045,0.01453,1.15499,0.43467,0.12689,0.04936,0.04539,1.1523,0.26958,0.10123,0.4035,1.02165,0.11808,0.17765,0.11583,0.60137,0.19289,0.60935,1.23696,0.59132,0.51119,0.4024,0.29141,0.23238,0.14683,0.0712,0.25066,0.6816,20
0.831,0.0042,0.01368,1.13365,0.53603,0.17539,0.04583,0.04188,1.13106,0.25839,0.09711,0.38738,1.0208,0.11329,0.17116,0.11126,0.57942,0.19,0.60008,1.20018,0.57946,0.49658,0.3891,0.2809,0.22367,0.1411,0.06834,0.24041,0.7019,20
0.834,0.00393,0.01288,1.1118,0.64121,0.23703,0.04237,0.03842,1.10933,0.24747,0.09299,0.37118,1.01994,0.10848,0.16456,0.10665,0.55717,0.18698,0.59045,1.16231,0.56681,0.48146,0.37549,0.27022,0.21485,0.13533,0.06548,0.23014,0.72182,20
0.837,0.00368,0.01212,1.08954,0.7441,0.31229,0.03893,0.03499,1.08717,0.23681,0.08885,0.3549,1.01908,0.10366,0.15785,0.10202,0.53462,0.18384,0.5805,1.12334,0.55335,0.46584,0.36159,0.25939,0.20593,0.12951,0.0626,0.21986,0.74135,20
0.84,0.00344,0.01139,1.06695,0.83884,0.40023,0.03548,0.0316,1.06469,0.22644,0.0847,0.33854,1.01821,0.09882,0.15103,0.09735,0.51178,0.18054,0.57029,1.08328,0.53902,0.44969,0.34738,0.24841,0.19691,0.12365,0.05971,0.20955,0.76049,20
0.843,0.00323,0.01068,1.0441,0.92068,0.49814,0.03203,0.02828,1.04193,0.21636,0.08054,0.32212,1.01733,0.09397,0.14412,0.09266,0.48865,0.17708,0.55989,1.04212,0.52379,0.43301,0.33288,0.23727,0.18779,0.11775,0.0568,0.19924,0.77923,20
0.846,0.00302,0.00998,1.02105,0.98673,0.6016,0.02861,0.02509,1.01899,0.2066,0.07636,0.30562,1.01646,0.08911,0.13711,0.08794,0.46524,0.17342,0.54938,0.99987,0.50761,0.41579,0.31808,0.22599,0.17858,0.11181,0.05389,0.18891,0.79756,20
0.849,0.00284,0.00932,0.99788,1.03618,0.70488,0.0253,0.0221,0.99591,0.19717,0.07218,0.28906,1.01557,0.08423,0.13001,0.0832,0.44155,0.16955,0.5389,0.95653,0.49043,0.39802,0.30299,0.21456,0.16928,0.10584,0.05097,0.17857,0.81549,20
0.852,0.00266,0.00869,0.97465,1.07007,0.80185,0.02219,0.0194,0.97277,0.18807,0.06798,0.27244,1.01468,0.07934,0.12282,0.07843,0.41757,0.16542,0.52859,0.91211,0.47221,0.3797,0.2876,0.20299,0.15989,0.09983,0.04804,0.16821,0.83301,20
0.855,0.0025,0.00812,0.9514,1.09075,0.88697,0.01938,0.01707,0.9496,0.17933,0.06378,0.25576,1.01379,0.07443,0.11555,0.07364,0.39332,0.161,0.51865,0.86663,0.45289,0.3608,0.27192,0.19129,0.15042,0.09379,0.04509,0.15785,0.85011,20
0.858,0.00235,0.00762,0.92819,1.10116,0.95633,0.01698,0.01515,0.92648,0.17096,0.05957,0.23902,1.01289,0.06952,0.10821,0.06883,0.3688,0.15624,0.50931,0.82008,0.43241,0.34131,0.25594,0.17945,0.14087,0.08772,0.04215,0.14748,0.86681,20
0.861,0.00221,0.00719,0.90506,1.10423,1.00826,0.01504,0.01366,0.90343,0.16296,0.05534,0.22224,1.01199,0.0646,0.10079,0.064,0.34401,0.15109,0.50088,0.77249,0.41073,0.32123,0.23967,0.16748,0.13125,0.08163,0.03919,0.13709,0.8831,20
0.864,0.00208,0.00684,0.88207,1.10241,1.04333,0.01356,0.01258,0.88052,0.15536,0.05112,0.2054,1.01108,0.05966,0.0933,0.05915,0.31895,0.14548,0.49374,0.72386,0.38777,0.30054,0.22311,0.15539,0.12156,0.0755,0.03623,0.1267,0.89898,20
0.867,0.00195,0.00655,0.85924,1.09756,1.06389,0.01251,0.01183,0.85776,0.14815,0.04688,0.18853,1.01017,0.05472,0.08576,0.05428,0.29363,0.13935,0.48833,0.67422,0.36347,0.27923,0.20626,0.14317,0.11179,0.06935,0.03326,0.1163,0.91445,20
