Width,Electron density,Negative density,Positive density,O- density,O2- density,CO3- density,CO4- density,CO2+ density,O2+ density,O density,O2 density,O3 density,CO density,C density,CO2e1 density,CO2va density,CO2vb density,CO2vc density,CO2v1a density,CO2v1 density,CO2v2 density,CO2v3 density,CO2v4 density,CO2v5 density,CO2v6 density,CO2v7 density,CO2v8 density,Electric field,Rise rate
0.07297,0.12613,0.14852,0.14445,0.46785,0.00523,0.11404,0.10503,0.14278,0.16619,0.13844,0.40312,1.02978,0.1584,0.13707,0.08745,0.46342,0.17762,0.77373,0.95281,0.53512,0.40346,0.29314,0.19933,0.15479,0.09441,0.04489,0.15797,0.03168,24
0.07541,0.1262,0.14955,0.14548,0.46875,0.00558,0.11919,0.1096,0.14374,0.17411,0.1424,0.41609,1.03071,0.163,0.14093,0.09016,0.4767,0.17883,0.77989,0.97317,0.54223,0.41165,0.30037,0.20486,0.15935,0.09734,0.04632,0.16305,0.03166,24
0.07784,0.12626,0.15063,0.14653,0.46966,0.00595,0.12454,0.11432,0.1447,0.18262,0.14636,0.42902,1.03164,0.16759,0.14472,0.09284,0.48984,0.18001,0.7858,0.99297,0.54891,0.41958,0.30746,0.21033,0.16388,0.10025,0.04775,0.16813,0.03164,24
0.08027,0.12633,0.15173,0.14761,0.47057,0.00635,0.13008,0.1192,0.14569,0.19174,0.1503,0.4419,1.03256,0.17216,0.14844,0.09551,0.50284,0.18114,0.79145,1.01222,0.55517,0.42726,0.31442,0.21573,0.16836,0.10316,0.04918,0.17321,0.03163,24
0.0827,0.12639,0.15287,0.14871,0.47149,0.00677,0.13582,0.12423,0.14669,0.20145,0.15423,0.45474,1.03348,0.17672,0.1521,0.09817,0.5157,0.18223,0.79685,1.03091,0.56105,0.43469,0.32123,0.22105,0.1728,0.10604,0.0506,0.17829,0.03161,24
0.08514,0.12645,0.15405,0.14983,0.47243,0.00722,0.14175,0.12941,0.14771,0.21178,0.15815,0.46754,1.0344,0.18126,0.15568,0.1008,0.52842,0.1833,0.80199,1.04906,0.56654,0.44189,0.32791,0.22631,0.1772,0.10891,0.05202,0.18337,0.03159,24
0.08757,0.12652,0.15526,0.15098,0.47338,0.00769,0.14787,0.13474,0.14875,0.22272,0.16205,0.48028,1.0353,0.18579,0.1592,0.10342,0.541,0.18433,0.80687,1.06667,0.57167,0.44885,0.33445,0.23149,0.18156,0.11176,0.05344,0.18844,0.03157,24
0.09,0.12658,0.1565,0.15215,0.47434,0.00819,0.15417,0.1402,0.14981,0.23427,0.16595,0.49299,1.0362,0.19031,0.16265,0.10602,0.55344,0.18533,0.8115,1.08376,0.57645,0.45558,0.34086,0.23661,0.18587,0.1146,0.05485,0.19352,0.03155,24
0.09243,0.12665,0.15778,0.15335,0.47532,0.00871,0.16065,0.14579,0.15088,0.24644,0.16983,0.50564,1.0371,0.1948,0.16602,0.1086,0.56575,0.18631,0.81589,1.10031,0.58089,0.46208,0.34713,0.24165,0.19013,0.11742,0.05626,0.1986,0.03153,24
0.09486,0.12672,0.15909,0.15457,0.47632,0.00926,0.16731,0.15151,0.15197,0.25923,0.17369,0.51824,1.03799,0.19928,0.16932,0.11116,0.57791,0.18727,0.82003,1.11635,0.58502,0.46836,0.35327,0.24663,0.19435,0.12022,0.05766,0.20368,0.03151,24
0.0973,0.1268,0.16043,0.15581,0.47735,0.00983,0.17414,0.15735,0.15308,0.27262,0.17755,0.53079,1.03887,0.20375,0.17255,0.1137,0.58994,0.18821,0.82394,1.13188,0.58884,0.47443,0.35927,0.25153,0.19853,0.123,0.05906,0.20876,0.03149,24
0.09973,0.12688,0.16181,0.15707,0.47839,0.01042,0.18113,0.16329,0.1542,0.28663,0.18139,0.54329,1.03974,0.20819,0.17571,0.11622,0.60183,0.18912,0.82763,1.14691,0.59237,0.48028,0.36515,0.25636,0.20265,0.12577,0.06046,0.21383,0.03146,24
0.10216,0.12696,0.16321,0.15835,0.47946,0.01104,0.18827,0.16934,0.15534,0.30124,0.18521,0.55574,1.04061,0.21262,0.17879,0.11873,0.61358,0.19002,0.83109,1.16144,0.59561,0.48593,0.3709,0.26112,0.20674,0.12852,0.06185,0.21891,0.03143,24
0.10459,0.12705,0.16464,0.15966,0.48056,0.01168,0.19555,0.17546,0.1565,0.31644,0.18903,0.56813,1.04148,0.21703,0.18179,0.12121,0.6252,0.1909,0.83434,1.17549,0.59859,0.49138,0.37652,0.2658,0.21077,0.13125,0.06324,0.22399,0.03141,24
0.10703,0.12714,0.1661,0.16099,0.48169,0.01234,0.20297,0.18167,0.15766,0.33223,0.19282,0.58047,1.04233,0.22143,0.18472,0.12367,0.63668,0.19176,0.83738,1.18906,0.60131,0.49662,0.38201,0.27042,0.21476,0.13396,0.06462,0.22906,0.03137,24
0.10946,0.12725,0.16759,0.16233,0.48284,0.01303,0.2105,0.18794,0.15884,0.34859,0.19661,0.59275,1.04318,0.2258,0.18758,0.12611,0.64802,0.1926,0.84023,1.20215,0.60378,0.50167,0.38738,0.27496,0.2187,0.13665,0.066,0.23414,0.03134,24
0.11189,0.12735,0.16909,0.16369,0.48402,0.01374,0.21815,0.19426,0.16004,0.36552,0.20037,0.60497,1.04403,0.23016,0.19036,0.12854,0.65923,0.19343,0.84288,1.21479,0.60602,0.50654,0.39263,0.27944,0.22259,0.13932,0.06738,0.23922,0.03131,24
0.11432,0.12747,0.17062,0.16507,0.48524,0.01447,0.22589,0.20062,0.16124,0.383,0.20413,0.61714,1.04486,0.2345,0.19306,0.13094,0.67031,0.19424,0.84536,1.22698,0.60803,0.51122,0.39775,0.28384,0.22644,0.14197,0.06875,0.24429,0.03127,24
0.11676,0.12759,0.17217,0.16646,0.48649,0.01522,0.23372,0.207,0.16245,0.40102,0.20786,0.62924,1.04569,0.23882,0.19569,0.13332,0.68126,0.19504,0.84766,1.23872,0.60983,0.51571,0.40275,0.28817,0.23024,0.1446,0.07011,0.24937,0.03123,24
0.11919,0.12773,0.17373,0.16787,0.48777,0.01599,0.24161,0.21339,0.16368,0.41954,0.21158,0.64129,1.04651,0.24312,0.19824,0.13568,0.69207,0.19582,0.8498,1.25002,0.61142,0.52004,0.40763,0.29243,0.23399,0.14721,0.07147,0.25445,0.03119,24
0.12162,0.12787,0.17531,0.16929,0.48909,0.01678,0.24956,0.21978,0.1649,0.43857,0.21529,0.65327,1.04732,0.2474,0.20071,0.13802,0.70275,0.19659,0.85178,1.2609,0.61282,0.52419,0.4124,0.29662,0.2377,0.14981,0.07283,0.25952,0.03114,24
0.12405,0.12802,0.1769,0.17072,0.49045,0.01759,0.25756,0.22616,0.16614,0.45806,0.21898,0.66519,1.04813,0.25166,0.20311,0.14033,0.7133,0.19735,0.85361,1.27136,0.61403,0.52817,0.41705,0.30073,0.24135,0.15238,0.07418,0.2646,0.0311,24
0.12649,0.12818,0.17849,0.17216,0.49184,0.01842,0.26558,0.2325,0.16738,0.47801,0.22265,0.67705,1.04893,0.25589,0.20544,0.14263,0.72372,0.19809,0.8553,1.28142,0.61507,0.53199,0.42159,0.30478,0.24496,0.15493,0.07552,0.26967,0.03105,24
0.12892,0.12834,0.1801,0.1736,0.49326,0.01926,0.27361,0.23879,0.16862,0.49837,0.2263,0.68885,1.04972,0.26011,0.20769,0.1449,0.73402,0.19881,0.85686,1.29107,0.61593,0.53565,0.42601,0.30876,0.24852,0.15746,0.07686,0.27475,0.031,24
0.13135,0.12852,0.1817,0.17505,0.49473,0.02011,0.28165,0.24503,0.16986,0.51913,0.22994,0.70058,1.05051,0.26431,0.20986,0.14716,0.74419,0.19953,0.85828,1.30034,0.61664,0.53916,0.43032,0.31268,0.25204,0.15997,0.0782,0.27982,0.03094,24
0.13378,0.12871,0.18331,0.1765,0.49623,0.02098,0.28966,0.25118,0.1711,0.54026,0.23356,0.71224,1.05129,0.26848,0.21197,0.14939,0.75423,0.20023,0.85959,1.30923,0.61719,0.54252,0.43453,0.31652,0.25551,0.16246,0.07953,0.28489,0.03089,24
0.13622,0.12891,0.18492,0.17795,0.49777,0.02187,0.29764,0.25725,0.17233,0.56171,0.23717,0.72384,1.05206,0.27264,0.214,0.1516,0.76415,0.20092,0.86078,1.31776,0.61759,0.54573,0.43863,0.3203,0.25893,0.16493,0.08086,0.28996,0.03083,24
0.13865,0.12911,0.18652,0.1794,0.49934,0.02276,0.30558,0.26321,0.17357,0.58347,0.24075,0.73537,1.05282,0.27677,0.21595,0.15379,0.77394,0.20159,0.86187,1.32592,0.61786,0.54881,0.44262,0.324,0.2623,0.16737,0.08217,0.29503,0.03077,24
0.14108,0.12933,0.18811,0.18085,0.50095,0.02366,0.31346,0.26906,0.17479,0.60549,0.24432,0.74683,1.05357,0.28088,0.21784,0.15596,0.78361,0.20225,0.86285,1.33373,0.618,0.55174,0.44652,0.32765,0.26563,0.1698,0.08349,0.3001,0.03071,24
0.14351,0.12956,0.18969,0.18228,0.5026,0.02457,0.32126,0.27478,0.17601,0.62774,0.24787,0.75822,1.05432,0.28497,0.21966,0.15811,0.79316,0.2029,0.86374,1.3412,0.61801,0.55454,0.45031,0.33123,0.26891,0.1722,0.0848,0.30517,0.03064,24
0.14595,0.1298,0.19126,0.18372,0.50428,0.02549,0.32897,0.28035,0.17721,0.65019,0.2514,0.76955,1.05506,0.28903,0.2214,0.16023,0.80259,0.20354,0.86453,1.34834,0.61791,0.55721,0.454,0.33474,0.27215,0.17459,0.0861,0.31024,0.03057,24
0.14838,0.13004,0.19281,0.18514,0.506,0.02641,0.33658,0.28577,0.17841,0.67278,0.25491,0.7808,1.05579,0.29307,0.22308,0.16234,0.8119,0.20416,0.86525,1.35516,0.61769,0.55976,0.4576,0.33819,0.27534,0.17695,0.0874,0.3153,0.03051,24
0.15081,0.1303,0.19435,0.18654,0.50775,0.02734,0.34407,0.29103,0.17959,0.6955,0.2584,0.79198,1.05651,0.29709,0.22469,0.16442,0.8211,0.20478,0.86588,1.36167,0.61737,0.56219,0.4611,0.34157,0.27848,0.17929,0.08869,0.32037,0.03044,24
0.15324,0.13057,0.19586,0.18794,0.50953,0.02827,0.35144,0.2961,0.18075,0.71828,0.26187,0.80308,1.05723,0.30108,0.22623,0.16649,0.83018,0.20538,0.86644,1.36787,0.61696,0.5645,0.46451,0.3449,0.28159,0.18161,0.08997,0.32543,0.03036,24
0.15568,0.13084,0.19735,0.18931,0.51135,0.0292,0.35867,0.301,0.1819,0.7411,0.26533,0.81412,1.05794,0.30505,0.22771,0.16853,0.83914,0.20596,0.86694,1.37379,0.61645,0.5667,0.46783,0.34816,0.28464,0.18391,0.09125,0.33049,0.03029,24
0.15811,0.13113,0.19881,0.19067,0.5132,0.03013,0.36574,0.30569,0.18303,0.76392,0.26876,0.82508,1.05864,0.309,0.22913,0.17055,0.84799,0.20654,0.86737,1.37942,0.61586,0.56879,0.47106,0.35136,0.28766,0.18619,0.09253,0.33555,0.03021,24
0.16054,0.13142,0.20025,0.19201,0.51507,0.03105,0.37266,0.31019,0.18414,0.78669,0.27217,0.83597,1.05933,0.31292,0.23048,0.17256,0.85673,0.20711,0.86773,1.38477,0.61518,0.57077,0.4742,0.3545,0.29063,0.18845,0.0938,0.3406,0.03014,24
0.16297,0.13172,0.20166,0.19332,0.51698,0.03198,0.3794,0.31447,0.18523,0.80938,0.27556,0.84678,1.06002,0.31681,0.23177,0.17454,0.86537,0.20766,0.86805,1.38987,0.61443,0.57265,0.47726,0.35759,0.29356,0.19069,0.09506,0.34566,0.03006,24
0.16541,0.13203,0.20304,0.19461,0.51891,0.03289,0.38597,0.31854,0.18629,0.83194,0.27893,0.85752,1.06069,0.32068,0.233,0.1765,0.87389,0.20821,0.86831,1.3947,0.6136,0.57444,0.48024,0.36062,0.29644,0.1929,0.09632,0.35071,0.02998,24
0.16784,0.13235,0.20438,0.19587,0.52087,0.03381,0.39235,0.32239,0.18733,0.85434,0.28228,0.86818,1.06136,0.32453,0.23417,0.17844,0.8823,0.20874,0.86852,1.3993,0.61272,0.57613,0.48314,0.36359,0.29929,0.1951,0.09757,0.35576,0.0299,24
0.17027,0.13268,0.20569,0.19711,0.52285,0.03471,0.39853,0.32601,0.18834,0.87653,0.28561,0.87876,1.06202,0.32835,0.23528,0.18036,0.89062,0.20927,0.8687,1.40365,0.61177,0.57774,0.48596,0.3665,0.30209,0.19728,0.09882,0.36081,0.02982,24
0.1727,0.13301,0.20696,0.19831,0.52486,0.03561,0.40451,0.32939,0.18933,0.89848,0.28892,0.88926,1.06267,0.33214,0.23634,0.18226,0.89882,0.20978,0.86883,1.40778,0.61076,0.57925,0.48871,0.36936,0.30486,0.19943,0.10006,0.36586,0.02973,24
0.17514,0.13335,0.2082,0.19949,0.52689,0.0365,0.41029,0.33255,0.19029,0.92016,0.2922,0.89969,1.06332,0.33591,0.23735,0.18415,0.90693,0.21029,0.86892,1.41169,0.6097,0.58069,0.49138,0.37217,0.30758,0.20157,0.10129,0.37091,0.02965,24
0.17757,0.1337,0.2094,0.20063,0.52894,0.03737,0.41585,0.33547,0.19122,0.94152,0.29547,0.91004,1.06396,0.33965,0.2383,0.18601,0.91493,0.21078,0.86898,1.41539,0.6086,0.58204,0.49398,0.37493,0.31027,0.20368,0.10252,0.37595,0.02957,24
0.18,0.13406,0.21056,0.20175,0.53101,0.03824,0.4212,0.33816,0.19212,0.96254,0.29871,0.92031,1.06458,0.34336,0.2392,0.18785,0.92284,0.21127,0.86902,1.41889,0.60745,0.58332,0.49652,0.37763,0.31291,0.20578,0.10374,0.38099,0.02948,24
0.18243,0.13442,0.21168,0.20282,0.5331,0.03909,0.42633,0.3406,0.19299,0.98317,0.30193,0.9305,1.06521,0.34705,0.24005,0.18968,0.93065,0.21174,0.86902,1.42219,0.60626,0.58453,0.49898,0.38029,0.31552,0.20786,0.10496,0.38603,0.02939,24
0.18486,0.13479,0.21277,0.20387,0.53521,0.03993,0.43123,0.34282,0.19383,1.0034,0.30512,0.94061,1.06582,0.35071,0.24085,0.19149,0.93836,0.21221,0.869,1.42532,0.60503,0.58567,0.50138,0.38289,0.3181,0.20992,0.10617,0.39107,0.02931,24
0.1873,0.13516,0.21381,0.20487,0.53733,0.04075,0.43592,0.3448,0.19464,1.02318,0.3083,0.95064,1.06642,0.35434,0.2416,0.19328,0.94598,0.21267,0.86896,1.42826,0.60378,0.58675,0.50372,0.38545,0.32063,0.21196,0.10738,0.3961,0.02922,24
0.18973,0.13554,0.21481,0.20584,0.53946,0.04155,0.44038,0.34654,0.19542,1.0425,0.31145,0.96059,1.06702,0.35794,0.24231,0.19505,0.95351,0.21313,0.86891,1.43104,0.60249,0.58776,0.506,0.38797,0.32313,0.21398,0.10858,0.40114,0.02913,24
0.19216,0.13592,0.21577,0.20678,0.54161,0.04235,0.44461,0.34806,0.19617,1.06133,0.31457,0.97046,1.06761,0.36152,0.24298,0.1968,0.96095,0.21357,0.86883,1.43366,0.60118,0.58871,0.50822,0.39044,0.3256,0.21598,0.10977,0.40617,0.02905,24
0.19459,0.13631,0.21669,0.20768,0.54378,0.04312,0.44862,0.34936,0.19688,1.07964,0.31768,0.98025,1.06819,0.36507,0.2436,0.19854,0.96829,0.21401,0.86874,1.43613,0.59985,0.5896,0.51038,0.39286,0.32803,0.21796,0.11096,0.4112,0.02896,24
0.19703,0.1367,0.21758,0.20854,0.54595,0.04387,0.45241,0.35043,0.19757,1.09741,0.32076,0.98996,1.06877,0.36859,0.24418,0.20026,0.97555,0.21444,0.86864,1.43845,0.59849,0.59045,0.51249,0.39524,0.33043,0.21993,0.11215,0.41622,0.02887,24
0.19946,0.1371,0.21842,0.20937,0.54814,0.04461,0.45597,0.35129,0.19822,1.11463,0.32381,0.99958,1.06933,0.37208,0.24472,0.20196,0.98273,0.21487,0.86854,1.44063,0.59713,0.59124,0.51454,0.39758,0.3328,0.22188,0.11332,0.42125,0.02878,24
0.20189,0.1375,0.21922,0.21016,0.55033,0.04533,0.45932,0.35194,0.19885,1.13127,0.32684,1.00912,1.06989,0.37554,0.24523,0.20365,0.98982,0.21528,0.86842,1.44269,0.59574,0.59199,0.51654,0.39988,0.33514,0.22381,0.1145,0.42627,0.02869,24
0.20432,0.13791,0.21999,0.21092,0.55254,0.04603,0.46245,0.35238,0.19944,1.14732,0.32985,1.01858,1.07044,0.37898,0.2457,0.20532,0.99682,0.2157,0.86831,1.44463,0.59435,0.59269,0.5185,0.40214,0.33744,0.22573,0.11567,0.43129,0.0286,24
0.20676,0.13832,0.22072,0.21164,0.55475,0.04671,0.46537,0.35263,0.20001,1.16277,0.33283,1.02796,1.07098,0.38238,0.24614,0.20697,1.00375,0.2161,0.86819,1.44645,0.59295,0.59335,0.52041,0.40436,0.33972,0.22762,0.11683,0.43631,0.02851,24
0.20919,0.13873,0.22141,0.21232,0.55697,0.04738,0.46808,0.35268,0.20055,1.1776,0.33579,1.03726,1.07152,0.38576,0.24654,0.20861,1.0106,0.21651,0.86807,1.44816,0.59155,0.59397,0.52227,0.40655,0.34196,0.2295,0.11799,0.44132,0.02842,24
0.21162,0.13915,0.22207,0.21297,0.55919,0.04802,0.47058,0.35255,0.20106,1.19182,0.33873,1.04647,1.07205,0.38911,0.24691,0.21024,1.01737,0.2169,0.86795,1.44977,0.59014,0.59455,0.52409,0.4087,0.34418,0.23137,0.11914,0.44634,0.02834,24
0.21405,0.13957,0.2227,0.21359,0.56142,0.04864,0.47289,0.35225,0.20154,1.2054,0.34164,1.05559,1.07257,0.39243,0.24725,0.21184,1.02406,0.2173,0.86783,1.45129,0.58873,0.5951,0.52587,0.41082,0.34637,0.23322,0.12029,0.45135,0.02825,24
0.21649,0.14,0.22329,0.21418,0.56366,0.04925,0.475,0.35177,0.20199,1.21835,0.34452,1.06464,1.07308,0.39572,0.24756,0.21344,1.03067,0.21769,0.86772,1.45272,0.58732,0.59562,0.52761,0.4129,0.34853,0.23506,0.12143,0.45636,0.02816,24
0.21892,0.14042,0.22385,0.21473,0.5659,0.04983,0.47692,0.35114,0.20243,1.23066,0.34738,1.0736,1.07358,0.39898,0.24785,0.21502,1.03722,0.21807,0.86762,1.45406,0.58592,0.59611,0.52932,0.41495,0.35066,0.23688,0.12257,0.46137,0.02807,24
0.22135,0.14086,0.22438,0.21526,0.56815,0.0504,0.47866,0.35035,0.20283,1.24233,0.35022,1.08248,1.07408,0.40221,0.24811,0.21659,1.04369,0.21846,0.86753,1.45534,0.58452,0.59657,0.53098,0.41697,0.35277,0.23868,0.1237,0.46638,0.02798,24
0.22378,0.14129,0.22488,0.21575,0.57041,0.05094,0.48022,0.34941,0.20322,1.25336,0.35303,1.09127,1.07457,0.40541,0.24834,0.21814,1.05009,0.21884,0.86744,1.45654,0.58313,0.59701,0.53262,0.41896,0.35486,0.24047,0.12483,0.47139,0.02789,24
