Width,Electron density,Negative density,Positive density,O- density,O2- density,CO3- density,CO4- density,CO2+ density,O2+ density,O density,O2 density,O3 density,CO density,C density,CO2e1 density,CO2va density,CO2vb density,CO2vc density,CO2v1a density,CO2v1 density,CO2v2 density,CO2v3 density,CO2v4 density,CO2v5 density,CO2v6 density,CO2v7 density,CO2v8 density,Electric field,Rise rate
0.147,0.09247,0.15227,0.14208,0.27769,0.01741,0.31902,0.27598,0.13755,0.45334,0.17556,0.5707,1.03037,0.20171,0.16157,0.12021,0.6877,0.16993,0.70845,1.19103,0.58719,0.49378,0.38462,0.27118,0.2133,0.12899,0.05929,0.19862,0.03225,18
0.15,0.0928,0.15411,0.14375,0.27895,0.01817,0.32773,0.28237,0.13902,0.47268,0.17858,0.5809,1.03085,0.2052,0.16316,0.12216,0.6972,0.17037,0.7085,1.19757,0.58659,0.49619,0.38814,0.2745,0.21633,0.13111,0.06037,0.20243,0.03211,18
0.153,0.09315,0.15592,0.1454,0.28023,0.01893,0.33626,0.28852,0.14048,0.49216,0.18159,0.59101,1.03132,0.20865,0.16469,0.12407,0.70655,0.17079,0.70843,1.2037,0.58585,0.49845,0.39155,0.27775,0.2193,0.13322,0.06144,0.20624,0.03198,18
0.156,0.0935,0.15771,0.14704,0.28154,0.01969,0.34459,0.2944,0.14192,0.51171,0.18458,0.60105,1.03178,0.21209,0.16614,0.12597,0.71574,0.1712,0.70825,1.20944,0.58496,0.50056,0.39484,0.28092,0.22222,0.13529,0.0625,0.21004,0.03184,18
0.159,0.09387,0.15945,0.14865,0.28288,0.02045,0.3527,0.30002,0.14333,0.5313,0.18754,0.61099,1.03223,0.2155,0.16752,0.12784,0.72478,0.1716,0.70797,1.2148,0.58396,0.50252,0.39801,0.28402,0.22509,0.13735,0.06356,0.21384,0.0317,18
0.162,0.09425,0.16115,0.15023,0.28423,0.0212,0.36057,0.30534,0.14472,0.55087,0.19049,0.62086,1.03268,0.21888,0.16883,0.12969,0.73368,0.17199,0.70759,1.21981,0.58284,0.50434,0.40108,0.28704,0.22791,0.13938,0.06462,0.21762,0.03156,18
0.165,0.09464,0.16281,0.15178,0.2856,0.02195,0.36819,0.31036,0.14608,0.57038,0.19341,0.63064,1.03312,0.22224,0.17008,0.13152,0.74244,0.17237,0.70712,1.22448,0.58161,0.50604,0.40405,0.29,0.23069,0.14139,0.06566,0.22141,0.03141,18
0.168,0.09505,0.16442,0.1533,0.287,0.0227,0.37553,0.31507,0.1474,0.58978,0.19631,0.64033,1.03355,0.22557,0.17126,0.13332,0.75105,0.17274,0.70658,1.22881,0.58029,0.50761,0.40691,0.29289,0.23341,0.14338,0.0667,0.22518,0.03126,18
0.171,0.09546,0.16597,0.15478,0.28841,0.02344,0.3826,0.31945,0.14869,0.60901,0.19919,0.64994,1.03398,0.22887,0.17237,0.1351,0.75953,0.17309,0.70596,1.23284,0.57889,0.50906,0.40967,0.29571,0.23608,0.14535,0.06774,0.22895,0.03112,18
0.174,0.09588,0.16748,0.15622,0.28984,0.02417,0.38937,0.32351,0.14994,0.62803,0.20205,0.65946,1.0344,0.23215,0.17343,0.13686,0.76787,0.17344,0.70528,1.23658,0.5774,0.5104,0.41235,0.29847,0.23871,0.14729,0.06877,0.23271,0.03097,18
0.177,0.09631,0.16893,0.15762,0.29128,0.02489,0.39584,0.32724,0.15115,0.6468,0.20488,0.66889,1.03481,0.2354,0.17443,0.1386,0.77607,0.17377,0.70454,1.24003,0.57584,0.51163,0.41492,0.30116,0.2413,0.14921,0.06979,0.23646,0.03082,18
0.18,0.09675,0.17033,0.15897,0.29273,0.02559,0.402,0.33063,0.15232,0.66528,0.20769,0.67823,1.03521,0.23862,0.17536,0.14031,0.78415,0.1741,0.70374,1.24322,0.57423,0.51277,0.41742,0.30379,0.24383,0.15111,0.07081,0.24021,0.03067,18
0.183,0.09719,0.17167,0.16028,0.2942,0.02629,0.40784,0.33368,0.15345,0.68341,0.21048,0.68749,1.03561,0.24181,0.17624,0.14201,0.7921,0.17441,0.7029,1.24615,0.57255,0.51381,0.41982,0.30637,0.24633,0.15299,0.07182,0.24395,0.03051,18
0.186,0.09765,0.17295,0.16154,0.29567,0.02697,0.41337,0.3364,0.15453,0.70117,0.21324,0.69665,1.036,0.24498,0.17707,0.14368,0.79993,0.17472,0.70203,1.24885,0.57083,0.51476,0.42215,0.30888,0.24878,0.15485,0.07282,0.24768,0.03036,18
0.189,0.09811,0.17417,0.16275,0.29715,0.02763,0.41857,0.33879,0.15556,0.71851,0.21598,0.70572,1.03638,0.24812,0.17784,0.14534,0.80763,0.17502,0.70111,1.25133,0.56906,0.51563,0.4244,0.31134,0.25119,0.15669,0.07382,0.25141,0.03021,18
0.192,0.09858,0.17533,0.16391,0.29864,0.02828,0.42345,0.34085,0.15655,0.7354,0.21869,0.7147,1.03675,0.25123,0.17857,0.14697,0.81521,0.17531,0.70017,1.2536,0.56726,0.51642,0.42658,0.31374,0.25356,0.15851,0.07481,0.25513,0.03006,18
0.195,0.09905,0.17644,0.16501,0.30013,0.02891,0.428,0.34259,0.15749,0.7518,0.22138,0.72358,1.03712,0.25431,0.17924,0.14858,0.82268,0.1756,0.69921,1.25568,0.56543,0.51714,0.42868,0.31609,0.25588,0.1603,0.0758,0.25885,0.02991,18
0.198,0.09953,0.17748,0.16607,0.30163,0.02952,0.43224,0.34401,0.15839,0.7677,0.22405,0.73238,1.03748,0.25736,0.17987,0.15018,0.83003,0.17587,0.69822,1.25757,0.56358,0.5178,0.43072,0.31839,0.25818,0.16208,0.07678,0.26256,0.02975,18
0.201,0.10001,0.17848,0.16707,0.30313,0.03012,0.43615,0.34512,0.15924,0.78306,0.22669,0.74108,1.03783,0.26038,0.18045,0.15175,0.83727,0.17615,0.69722,1.25929,0.56171,0.51839,0.4327,0.32064,0.26043,0.16384,0.07775,0.26626,0.0296,18
0.204,0.1005,0.17941,0.16802,0.30463,0.03069,0.43976,0.34594,0.16004,0.79785,0.2293,0.74968,1.03818,0.26337,0.18099,0.15331,0.8444,0.17641,0.69621,1.26085,0.55982,0.51892,0.43461,0.32284,0.26264,0.16558,0.07872,0.26996,0.02945,18
0.207,0.101,0.18029,0.16892,0.30614,0.03125,0.44305,0.34647,0.1608,0.81207,0.23189,0.75819,1.03852,0.26633,0.18149,0.15485,0.85143,0.17668,0.6952,1.26227,0.55793,0.51941,0.43646,0.325,0.26483,0.1673,0.07969,0.27366,0.0293,18
0.21,0.1015,0.18112,0.16977,0.30764,0.03178,0.44605,0.34672,0.16151,0.82569,0.23446,0.76661,1.03886,0.26926,0.18195,0.15637,0.85835,0.17693,0.69418,1.26356,0.55603,0.51984,0.43826,0.32711,0.26697,0.16901,0.08065,0.27734,0.02915,18
0.213,0.102,0.18189,0.17057,0.30914,0.0323,0.44875,0.3467,0.16218,0.83869,0.23699,0.77493,1.03918,0.27216,0.18237,0.15787,0.86517,0.17719,0.69316,1.26472,0.55413,0.52023,0.44001,0.32918,0.26909,0.17069,0.0816,0.28103,0.029,18
0.216,0.10251,0.18262,0.17132,0.31064,0.0328,0.45117,0.34644,0.16281,0.85108,0.23951,0.78316,1.0395,0.27502,0.18276,0.15936,0.87189,0.17744,0.69214,1.26577,0.55224,0.52058,0.44171,0.33122,0.27117,0.17236,0.08255,0.28471,0.02885,18
0.219,0.10302,0.18329,0.17203,0.31213,0.03327,0.45331,0.34593,0.1634,0.86282,0.24199,0.79129,1.03981,0.27786,0.18311,0.16083,0.87852,0.17769,0.69114,1.26672,0.55036,0.5209,0.44336,0.33321,0.27322,0.17402,0.08349,0.28838,0.0287,18
0.222,0.10354,0.18393,0.17269,0.31363,0.03373,0.45519,0.3452,0.16395,0.87393,0.24445,0.79933,1.04012,0.28067,0.18344,0.16228,0.88505,0.17793,0.69014,1.26758,0.54849,0.52118,0.44497,0.33516,0.27524,0.17565,0.08443,0.29205,0.02855,18
0.225,0.10406,0.18452,0.17331,0.31512,0.03416,0.45681,0.34426,0.16446,0.8844,0.24688,0.80727,1.04042,0.28344,0.18373,0.16372,0.89149,0.17817,0.68916,1.26835,0.54663,0.52143,0.44654,0.33708,0.27723,0.17728,0.08536,0.29572,0.0284,18
0.228,0.10459,0.18507,0.17388,0.31661,0.03458,0.45819,0.34312,0.16494,0.89423,0.24928,0.81512,1.04071,0.28618,0.184,0.16514,0.89784,0.17842,0.6882,1.26905,0.5448,0.52166,0.44807,0.33897,0.2792,0.17888,0.08629,0.29938,0.02825,18
0.231,0.10511,0.18558,0.17442,0.31809,0.03498,0.45934,0.34179,0.16538,0.90341,0.25166,0.82287,1.041,0.28889,0.18424,0.16655,0.90411,0.17866,0.68726,1.26969,0.54298,0.52187,0.44956,0.34083,0.28113,0.18047,0.08722,0.30304,0.0281,18
0.234,0.10565,0.18606,0.17492,0.31957,0.03536,0.46027,0.34029,0.1658,0.91196,0.25401,0.83053,1.04128,0.29157,0.18445,0.16794,0.91029,0.1789,0.68634,1.27028,0.54119,0.52206,0.45102,0.34265,0.28305,0.18205,0.08814,0.30669,0.02796,18
0.237,0.10618,0.1865,0.17538,0.32105,0.03572,0.46099,0.33864,0.16618,0.91988,0.25633,0.83809,1.04156,0.29422,0.18465,0.16932,0.91639,0.17914,0.68544,1.27081,0.53943,0.52224,0.45245,0.34445,0.28494,0.18361,0.08905,0.31034,0.02781,18
0.24,0.10672,0.18692,0.17581,0.32252,0.03606,0.46151,0.33683,0.16654,0.92717,0.25862,0.84555,1.04183,0.29683,0.18482,0.17069,0.92241,0.17938,0.68457,1.27131,0.53769,0.52241,0.45385,0.34622,0.2868,0.18516,0.08996,0.31399,0.02766,18
0.243,0.10727,0.18731,0.17621,0.32399,0.03639,0.46185,0.3349,0.16688,0.93385,0.26089,0.85292,1.04209,0.29942,0.18498,0.17204,0.92836,0.17963,0.68373,1.27178,0.53599,0.52256,0.45523,0.34796,0.28864,0.1867,0.09087,0.31764,0.02752,18
0.246,0.10782,0.18767,0.17659,0.32546,0.0367,0.46202,0.33285,0.16719,0.93992,0.26313,0.8602,1.04235,0.30197,0.18511,0.17338,0.93422,0.17987,0.68292,1.27223,0.53432,0.52271,0.45658,0.34968,0.29047,0.18822,0.09177,0.32128,0.02737,18
0.249,0.10837,0.18801,0.17694,0.32693,0.03699,0.46202,0.33069,0.16748,0.94541,0.26534,0.86737,1.0426,0.30448,0.18523,0.17471,0.94002,0.18012,0.68215,1.27266,0.53269,0.52286,0.45791,0.35138,0.29227,0.18974,0.09267,0.32492,0.02723,18
0.252,0.10893,0.18833,0.17726,0.32839,0.03726,0.46188,0.32843,0.16776,0.95032,0.26752,0.87446,1.04284,0.30697,0.18534,0.17603,0.94574,0.18037,0.68141,1.27307,0.53109,0.52301,0.45922,0.35305,0.29405,0.19124,0.09357,0.32856,0.02708,18
0.255,0.1095,0.18863,0.17757,0.32985,0.03753,0.4616,0.32608,0.16802,0.95467,0.26967,0.88145,1.04308,0.30942,0.18544,0.17733,0.95139,0.18062,0.6807,1.27349,0.52954,0.52315,0.46052,0.35471,0.29581,0.19273,0.09446,0.3322,0.02693,18
0.258,0.11007,0.18892,0.17786,0.33131,0.03777,0.4612,0.32366,0.16828,0.95848,0.2718,0.88834,1.04332,0.31184,0.18552,0.17863,0.95698,0.18088,0.68004,1.2739,0.52802,0.5233,0.46179,0.35634,0.29756,0.1942,0.09535,0.33584,0.02679,18
0.261,0.11064,0.1892,0.17813,0.33277,0.03801,0.46069,0.32118,0.16852,0.96176,0.2739,0.89514,1.04354,0.31422,0.18559,0.17991,0.9625,0.18114,0.67941,1.27433,0.52655,0.52346,0.46306,0.35796,0.29929,0.19567,0.09623,0.33947,0.02664,18
0.264,0.11122,0.18947,0.17839,0.33422,0.03823,0.46007,0.31863,0.16875,0.96453,0.27596,0.90185,1.04377,0.31657,0.18566,0.18119,0.96796,0.18141,0.67883,1.27477,0.52512,0.52363,0.46431,0.35957,0.301,0.19713,0.09711,0.3431,0.0265,18
0.267,0.11181,0.18973,0.17864,0.33568,0.03844,0.45937,0.31604,0.16897,0.96681,0.278,0.90846,1.04399,0.31889,0.18572,0.18245,0.97335,0.18168,0.67829,1.27522,0.52373,0.5238,0.46555,0.36116,0.3027,0.19858,0.09799,0.34673,0.02635,18
0.27,0.1124,0.18998,0.17888,0.33713,0.03863,0.45859,0.31341,0.1692,0.96863,0.28001,0.91498,1.0442,0.32118,0.18577,0.1837,0.97869,0.18195,0.67779,1.27571,0.52239,0.52399,0.46678,0.36273,0.30439,0.20002,0.09887,0.35036,0.0262,18
0.273,0.11301,0.19023,0.17912,0.33859,0.03882,0.45773,0.31074,0.16942,0.96999,0.282,0.92141,1.04441,0.32343,0.18582,0.18495,0.98396,0.18223,0.67734,1.27621,0.5211,0.52419,0.46801,0.3643,0.30606,0.20145,0.09974,0.35399,0.02606,18
0.276,0.11361,0.19048,0.17935,0.34004,0.039,0.45683,0.30805,0.16964,0.97093,0.28395,0.92774,1.04461,0.32565,0.18586,0.18619,0.98918,0.18252,0.67694,1.27676,0.51986,0.52441,0.46923,0.36585,0.30772,0.20287,0.10061,0.35762,0.02591,18
0.279,0.11423,0.19073,0.17958,0.3415,0.03917,0.45587,0.30534,0.16986,0.97146,0.28587,0.93398,1.04481,0.32783,0.18591,0.18742,0.99434,0.18282,0.67658,1.27733,0.51866,0.52464,0.47044,0.36739,0.30937,0.20429,0.10147,0.36125,0.02576,18
0.282,0.11485,0.19098,0.17981,0.34296,0.03933,0.45487,0.30261,0.17009,0.9716,0.28777,0.94013,1.045,0.32999,0.18595,0.18864,0.99945,0.18312,0.67627,1.27795,0.51751,0.52489,0.47165,0.36893,0.31101,0.20569,0.10234,0.36488,0.02562,18
0.285,0.11548,0.19124,0.18004,0.34442,0.03948,0.45385,0.29987,0.17032,0.97137,0.28963,0.94619,1.04519,0.3321,0.18599,0.18985,1.00451,0.18343,0.67601,1.27862,0.51641,0.52516,0.47287,0.37045,0.31264,0.20709,0.1032,0.3685,0.02547,18
0.288,0.11613,0.1915,0.18027,0.34589,0.03963,0.4528,0.29712,0.17057,0.97079,0.29147,0.95216,1.04537,0.33419,0.18603,0.19106,1.00951,0.18375,0.6758,1.27933,0.51536,0.52545,0.47408,0.37197,0.31426,0.20849,0.10406,0.37213,0.02532,18
0.291,0.11677,0.19177,0.18051,0.34736,0.03977,0.45175,0.29438,0.17081,0.9699,0.29327,0.95803,1.04555,0.33624,0.18608,0.19226,1.01447,0.18407,0.67563,1.28009,0.51436,0.52576,0.47529,0.37348,0.31587,0.20987,0.10491,0.37576,0.02517,18
0.294,0.11743,0.19205,0.18076,0.34883,0.0399,0.45069,0.29164,0.17107,0.96869,0.29505,0.96382,1.04572,0.33826,0.18613,0.19345,1.01938,0.1844,0.67552,1.28091,0.51341,0.5261,0.47651,0.37499,0.31747,0.21125,0.10577,0.37938,0.02502,18
0.297,0.1181,0.19234,0.18102,0.3503,0.04003,0.44963,0.2889,0.17134,0.9672,0.2968,0.96951,1.04589,0.34024,0.18618,0.19464,1.02423,0.18475,0.67546,1.28178,0.51251,0.52646,0.47773,0.3765,0.31907,0.21263,0.10662,0.38301,0.02487,18
0.3,0.11878,0.19265,0.18128,0.35178,0.04016,0.44859,0.28617,0.17163,0.96545,0.29851,0.97511,1.04606,0.34219,0.18624,0.19582,1.02905,0.1851,0.67545,1.28272,0.51166,0.52685,0.47895,0.378,0.32065,0.214,0.10747,0.38663,0.02472,18
0.303,0.11947,0.19296,0.18156,0.35327,0.04028,0.44757,0.28346,0.17193,0.96346,0.3002,0.98063,1.04622,0.3441,0.1863,0.197,1.03381,0.18545,0.67549,1.28371,0.51086,0.52726,0.48018,0.37949,0.32224,0.21536,0.10832,0.39026,0.02457,18
0.306,0.12017,0.1933,0.18185,0.35476,0.0404,0.44657,0.28075,0.17224,0.96124,0.30186,0.98605,1.04638,0.34599,0.18637,0.19817,1.03854,0.18582,0.67559,1.28477,0.51011,0.52769,0.48142,0.38099,0.32382,0.21672,0.10916,0.39388,0.02441,18
0.309,0.12088,0.19364,0.18216,0.35626,0.04052,0.44561,0.27807,0.17257,0.95882,0.30349,0.99139,1.04653,0.34783,0.18645,0.19933,1.04322,0.1862,0.67573,1.28589,0.50941,0.52816,0.48266,0.38248,0.32539,0.21807,0.11001,0.39751,0.02426,18
0.312,0.1216,0.19401,0.18249,0.35777,0.04063,0.44469,0.2754,0.17292,0.95621,0.30509,0.99664,1.04668,0.34965,0.18654,0.20049,1.04786,0.18658,0.67592,1.28708,0.50875,0.52865,0.48391,0.38398,0.32696,0.21942,0.11085,0.40113,0.02411,18
0.315,0.12233,0.19439,0.18283,0.35928,0.04075,0.44381,0.27276,0.17329,0.95344,0.30666,1.0018,1.04683,0.35143,0.18664,0.20164,1.05245,0.18697,0.67616,1.28834,0.50815,0.52916,0.48517,0.38547,0.32852,0.22077,0.11169,0.40475,0.02395,18
0.318,0.12308,0.19479,0.18319,0.36079,0.04087,0.44298,0.27013,0.17368,0.95052,0.3082,1.00687,1.04697,0.35317,0.18674,0.20279,1.05701,0.18737,0.67645,1.28967,0.50759,0.52971,0.48644,0.38697,0.33008,0.22211,0.11253,0.40837,0.02379,18
0.321,0.12384,0.19522,0.18357,0.36232,0.04098,0.44221,0.26754,0.17409,0.94747,0.30971,1.01186,1.04711,0.35488,0.18686,0.20393,1.06152,0.18778,0.6768,1.29107,0.50709,0.53029,0.48773,0.38847,0.33164,0.22345,0.11337,0.41199,0.02364,18
0.324,0.12461,0.19566,0.18397,0.36385,0.0411,0.4415,0.26496,0.17452,0.9443,0.31118,1.01676,1.04724,0.35656,0.18699,0.20507,1.066,0.18819,0.67719,1.29254,0.50663,0.53089,0.48902,0.38996,0.3332,0.22478,0.1142,0.41561,0.02348,18
0.327,0.1254,0.19613,0.18439,0.3654,0.04122,0.44085,0.26241,0.17498,0.94104,0.31263,1.02157,1.04738,0.3582,0.18713,0.20621,1.07044,0.18862,0.67763,1.29409,0.50622,0.53153,0.49032,0.39147,0.33475,0.22611,0.11503,0.41922,0.02332,18
0.33,0.1262,0.19662,0.18483,0.36695,0.04134,0.44028,0.2599,0.17546,0.9377,0.31405,1.02629,1.0475,0.35981,0.18728,0.20734,1.07484,0.18905,0.67812,1.29572,0.50585,0.5322,0.49164,0.39297,0.33631,0.22744,0.11587,0.42284,0.02316,18
0.333,0.12701,0.19714,0.1853,0.36851,0.04146,0.43977,0.25741,0.17596,0.93429,0.31544,1.03093,1.04763,0.36139,0.18744,0.20847,1.07921,0.18949,0.67866,1.29742,0.50553,0.53289,0.49297,0.39448,0.33786,0.22876,0.1167,0.42645,0.023,18
0.336,0.12784,0.19768,0.1858,0.37008,0.04159,0.43934,0.25495,0.17649,0.93083,0.3168,1.03549,1.04775,0.36293,0.18762,0.20959,1.08354,0.18994,0.67925,1.2992,0.50526,0.53362,0.49431,0.39599,0.33941,0.23008,0.11752,0.43006,0.02284,18
0.339,0.12868,0.19824,0.18632,0.37165,0.04171,0.43899,0.25252,0.17704,0.92734,0.31813,1.03995,1.04787,0.36443,0.18781,0.21071,1.08783,0.1904,0.67989,1.30105,0.50503,0.53438,0.49566,0.39751,0.34096,0.2314,0.11835,0.43367,0.02268,18
0.342,0.12954,0.19884,0.18686,0.37324,0.04185,0.43871,0.25013,0.17763,0.92383,0.31943,1.04434,1.04799,0.3659,0.18802,0.21183,1.09209,0.19087,0.68057,1.30299,0.50485,0.53516,0.49704,0.39903,0.34251,0.23272,0.11917,0.43727,0.02252,18
0.345,0.13041,0.19946,0.18744,0.37484,0.04198,0.43852,0.24777,0.17824,0.92031,0.32069,1.04864,1.0481,0.36734,0.18824,0.21294,1.09631,0.19134,0.6813,1.305,0.50471,0.53598,0.49842,0.40056,0.34406,0.23403,0.12,0.44087,0.02236,18
0.348,0.1313,0.20011,0.18804,0.37645,0.04212,0.43842,0.24545,0.17887,0.91679,0.32193,1.05285,1.04821,0.36874,0.18848,0.21405,1.1005,0.19183,0.68209,1.3071,0.50462,0.53684,0.49982,0.40209,0.34561,0.23534,0.12082,0.44447,0.02219,18
0.351,0.13221,0.20079,0.18867,0.37807,0.04226,0.4384,0.24317,0.17954,0.9133,0.32314,1.05698,1.04831,0.37011,0.18873,0.21515,1.10465,0.19232,0.68291,1.30927,0.50457,0.53772,0.50124,0.40363,0.34716,0.23665,0.12164,0.44806,0.02203,18
0.354,0.13314,0.2015,0.18934,0.3797,0.04241,0.43847,0.24092,0.18024,0.90983,0.32431,1.06103,1.04842,0.37145,0.189,0.21626,1.10877,0.19282,0.68379,1.31152,0.50457,0.53863,0.50267,0.40518,0.34871,0.23795,0.12246,0.45165,0.02186,18
0.357,0.13408,0.20224,0.19003,0.38134,0.04256,0.43863,0.23872,0.18096,0.9064,0.32546,1.06499,1.04852,0.37275,0.18929,0.21735,1.11286,0.19333,0.68471,1.31386,0.50461,0.53958,0.50411,0.40673,0.35026,0.23926,0.12327,0.45523,0.0217,18
0.36,0.13504,0.20301,0.19075,0.38299,0.04272,0.43888,0.23656,0.18172,0.90303,0.32658,1.06887,1.04862,0.37401,0.18959,0.21845,1.11691,0.19385,0.68568,1.31628,0.50469,0.54056,0.50558,0.40829,0.35181,0.24056,0.12409,0.4588,0.02153,18
0.363,0.13602,0.20381,0.19151,0.38465,0.04288,0.43922,0.23444,0.18251,0.89971,0.32766,1.07266,1.04871,0.37524,0.18992,0.21954,1.12094,0.19438,0.6867,1.31878,0.50481,0.54157,0.50706,0.40985,0.35336,0.24186,0.1249,0.46237,0.02136,18
0.366,0.13702,0.20465,0.1923,0.38632,0.04304,0.43965,0.23237,0.18333,0.89647,0.32872,1.07638,1.04881,0.37644,0.19025,0.22063,1.12493,0.19492,0.68776,1.32136,0.50498,0.54261,0.50856,0.41143,0.35492,0.24316,0.12571,0.46593,0.02119,18
0.369,0.13803,0.20551,0.19312,0.38801,0.04321,0.44017,0.23034,0.18419,0.8933,0.32974,1.08001,1.0489,0.3776,0.19061,0.22171,1.12888,0.19546,0.68886,1.32402,0.50519,0.54368,0.51007,0.41301,0.35648,0.24445,0.12652,0.46949,0.02102,18
0.372,0.13907,0.20642,0.19398,0.3897,0.04339,0.44077,0.22836,0.18508,0.89023,0.33073,1.08355,1.04899,0.37873,0.19099,0.22279,1.13281,0.19601,0.69001,1.32676,0.50543,0.54479,0.5116,0.4146,0.35803,0.24575,0.12732,0.47303,0.02085,18
0.375,0.14013,0.20735,0.19487,0.39141,0.04357,0.44147,0.22643,0.186,0.88724,0.33169,1.08702,1.04907,0.37982,0.19138,0.22387,1.1367,0.19658,0.69121,1.32959,0.50572,0.54593,0.51315,0.41619,0.35959,0.24704,0.12813,0.47657,0.02068,18
0.378,0.14121,0.20832,0.1958,0.39313,0.04375,0.44225,0.22456,0.18696,0.88436,0.33263,1.0904,1.04915,0.38088,0.19179,0.22494,1.14056,0.19715,0.69245,1.33249,0.50605,0.54709,0.51471,0.41779,0.36115,0.24833,0.12893,0.48009,0.02051,18
0.381,0.14231,0.20933,0.19676,0.39486,0.04394,0.44312,0.22273,0.18795,0.88159,0.33353,1.0937,1.04924,0.3819,0.19222,0.22601,1.14439,0.19772,0.69373,1.33548,0.50642,0.54829,0.5163,0.41941,0.36272,0.24962,0.12973,0.48361,0.02033,18
0.384,0.14343,0.21037,0.19776,0.39661,0.04413,0.44407,0.22097,0.18897,0.87893,0.3344,1.09691,1.04931,0.38289,0.19267,0.22707,1.14818,0.19831,0.69506,1.33855,0.50683,0.54952,0.5179,0.42102,0.36428,0.2509,0.13053,0.48712,0.02016,18
0.387,0.14457,0.21145,0.1988,0.39836,0.04433,0.44511,0.21926,0.19004,0.8764,0.33524,1.10005,1.04939,0.38384,0.19314,0.22813,1.15194,0.19891,0.69643,1.3417,0.50727,0.55079,0.51951,0.42265,0.36585,0.25218,0.13132,0.49061,0.01999,18
0.39,0.14574,0.21257,0.19988,0.40013,0.04453,0.44622,0.21761,0.19114,0.87398,0.33604,1.1031,1.04946,0.38476,0.19363,0.22919,1.15567,0.19951,0.69784,1.34493,0.50776,0.55208,0.52115,0.42429,0.36742,0.25346,0.13211,0.49409,0.01981,18
0.393,0.14693,0.21372,0.20099,0.40191,0.04474,0.44742,0.21602,0.19228,0.8717,0.33682,1.10606,1.04954,0.38564,0.19414,0.23024,1.15937,0.20012,0.69929,1.34824,0.50828,0.55341,0.5228,0.42593,0.36899,0.25474,0.1329,0.49756,0.01964,18
0.396,0.14815,0.21492,0.20215,0.40371,0.04494,0.44869,0.21449,0.19345,0.86954,0.33757,1.10895,1.0496,0.38649,0.19466,0.23129,1.16304,0.20074,0.70079,1.35163,0.50885,0.55476,0.52447,0.42758,0.37056,0.25602,0.13369,0.50101,0.01946,18
0.399,0.14939,0.21615,0.20334,0.40551,0.04516,0.45003,0.21303,0.19467,0.86753,0.33828,1.11175,1.04967,0.38731,0.19521,0.23233,1.16667,0.20137,0.70233,1.3551,0.50944,0.55615,0.52616,0.42924,0.37213,0.25729,0.13447,0.50444,0.01928,18
0.402,0.15066,0.21742,0.20458,0.40733,0.04537,0.45144,0.21164,0.19592,0.86565,0.33897,1.11447,1.04974,0.38808,0.19578,0.23337,1.17027,0.20201,0.70391,1.35866,0.51008,0.55756,0.52786,0.43091,0.3737,0.25856,0.13525,0.50787,0.0191,18
0.405,0.15195,0.21873,0.20585,0.40916,0.04559,0.45293,0.21031,0.19721,0.86391,0.33962,1.11711,1.0498,0.38883,0.19637,0.2344,1.17384,0.20265,0.70553,1.36228,0.51075,0.55901,0.52958,0.43258,0.37528,0.25983,0.13603,0.51127,0.01892,18
0.408,0.15327,0.22008,0.20717,0.411,0.04581,0.45448,0.20905,0.19855,0.86231,0.34024,1.11966,1.04986,0.38954,0.19697,0.23543,1.17737,0.2033,0.70719,1.36599,0.51146,0.56049,0.53132,0.43426,0.37686,0.26109,0.1368,0.51465,0.01875,18
0.411,0.15462,0.22147,0.20853,0.41285,0.04603,0.45609,0.20787,0.19992,0.86086,0.34083,1.12214,1.04992,0.39021,0.1976,0.23646,1.18087,0.20396,0.70889,1.36978,0.51221,0.56199,0.53308,0.43595,0.37844,0.26235,0.13757,0.51802,0.01857,18
0.414,0.15599,0.22291,0.20993,0.41472,0.04625,0.45776,0.20676,0.20133,0.85955,0.34139,1.12452,1.04997,0.39085,0.19825,0.23747,1.18433,0.20463,0.71063,1.37364,0.51299,0.56353,0.53485,0.43765,0.38001,0.26361,0.13833,0.52137,0.01839,18
0.417,0.1574,0.22438,0.21138,0.4166,0.04648,0.45949,0.20572,0.20279,0.85838,0.34192,1.12683,1.05003,0.39145,0.19891,0.23848,1.18776,0.20531,0.71241,1.37759,0.5138,0.56509,0.53664,0.43935,0.38159,0.26486,0.13909,0.52469,0.0182,18
0.42,0.15883,0.2259,0.21287,0.41848,0.04671,0.46127,0.20476,0.20429,0.85736,0.34242,1.12905,1.05008,0.39202,0.1996,0.23949,1.19115,0.20599,0.71423,1.3816,0.51465,0.56669,0.53844,0.44106,0.38317,0.26611,0.13985,0.528,0.01802,18
0.423,0.1603,0.22746,0.2144,0.42038,0.04693,0.4631,0.20388,0.20583,0.85649,0.34288,1.13118,1.05013,0.39256,0.2003,0.24049,1.19451,0.20668,0.71609,1.3857,0.51554,0.56831,0.54026,0.44278,0.38475,0.26736,0.1406,0.53127,0.01784,18
0.426,0.16179,0.22907,0.21598,0.42229,0.04716,0.46498,0.20308,0.20742,0.85575,0.34332,1.13324,1.05018,0.39305,0.20103,0.24148,1.19783,0.20737,0.71798,1.38987,0.51646,0.56996,0.5421,0.44451,0.38633,0.2686,0.14135,0.53453,0.01766,18
